" ","EUR 1","RUB 1","USD 1"
"15.11.2018","549.69","7.31","487.27"
"16.11.2018","550.71","7.35","485.72"
"19.11.2018","554.26","7.37","485.09"
"20.11.2018","553.96","7.38","484.7"
"21.11.2018","551.32","7.35","484.29"
"22.11.2018","552.2","7.38","484.26"
"23.11.2018","551.23","7.38","484.47"
"26.11.2018","551.29","7.29","484.69"
"27.11.2018","548.72","7.27","485.08"
"28.11.2018","547.18","7.2","485.05"
"29.11.2018","551.6","7.28","485.09"
"30.11.2018","551.76","7.26","485.23"
"03.12.2018","551.32","7.3","485.06"
"04.12.2018","553.61","7.32","485.2"
"05.12.2018","550.03","7.27","485.12"
"06.12.2018","550.19","7.24","485.26"
"07.12.2018","551.29","7.25","484.99"
"10.12.2018","553.48","7.32","485.13"
"11.12.2018","552.35","7.3","485.28"
"12.12.2018","549.84","7.31","485.12"
"13.12.2018","551.8","7.32","485.23"
"14.12.2018","547.37","7.3","484.87"
"17.12.2018","549.12","7.29","484.7"
"18.12.2018","551.42","7.27","484.72"
"19.12.2018","551.61","7.21","484.55"
"20.12.2018","556","7.2","484.53"
"21.12.2018","553.47","7.1","484.31"
"24.12.2018","551.54","7.08","484.02"
"25.12.2018","551.52","7.03","484"
"26.12.2018","550.77","6.98","483.81"
"27.12.2018","551.44","6.98","483.76"
"28.12.2018","553.65","6.97","483.75"
"08.01.2019","554.56","7.22","484.37"
"09.01.2019","555.67","7.24","484.79"
"10.01.2019","559.32","7.24","485.52"
"11.01.2019","559.75","7.26","485.98"
"14.01.2019","557.52","7.23","486.41"
"15.01.2019","556.41","7.25","486.63"
"16.01.2019","555.14","7.29","486.58"
"17.01.2019","553.43","7.3","485.81"
"18.01.2019","553.38","7.31","485.42"
"21.01.2019","551.67","7.31","485.11"
"22.01.2019","551.15","7.29","485.17"
"23.01.2019","550.92","7.33","485.18"
"24.01.2019","551.17","7.36","485.78"
"25.01.2019","550.26","7.34","485.75"
"29.01.2019","556.65","7.34","486.54"
"30.01.2019","556.11","7.37","486.45"
"31.01.2019","559.15","7.47","486.98"
"01.02.2019","558.67","7.43","487.07"
"04.02.2019","557.78","7.43","487.44"
"05.02.2019","556.9","7.45","487.65"
"06.02.2019","556.03","7.43","488.26"
"07.02.2019","554.22","7.4","488.69"
"08.02.2019","554.06","7.41","489.19"
"11.02.2019","553.68","7.45","489.85"
"12.02.2019","552","7.46","489.62"
"13.02.2019","553.28","7.44","488.85"
"14.02.2019","550.06","7.31","487.99"
"15.02.2019","550.11","7.32","487.51"
"18.02.2019","551.53","7.36","487.43"
"19.02.2019","551.07","7.36","487.5"
"20.02.2019","553.22","7.41","487.59"
"21.02.2019","552.74","7.45","488.07"
"22.02.2019","554.15","7.46","488.71"
"25.02.2019","554.77","7.49","488.83"
"26.02.2019","555.67","7.45","488.93"
"27.02.2019","557.7","7.44","489.38"
"28.02.2019","557.84","7.44","489.72"
"01.03.2019","556.75","7.44","490.18"
"04.03.2019","556.58","7.46","490.68"
"05.03.2019","555.65","7.46","490.6"
"06.03.2019","553.43","7.43","489.76"
"07.03.2019","553.05","7.42","489.08"
"11.03.2019","549.74","7.4","488.57"
"12.03.2019","550.22","7.42","488.09"
"13.03.2019","550.56","7.44","487.35"
"14.03.2019","550.56","7.44","486.75"
"15.03.2019","550.96","7.45","486.63"
"18.03.2019","552.15","7.53","486.52"
"19.03.2019","552.06","7.57","486.27"
"20.03.2019","551.46","7.55","485.91"
"21.03.2019","554.45","7.64","486.1"
"22.03.2019","549.22","7.58","485.86"
"25.03.2019","550.08","7.56","485.98"
"26.03.2019","550.13","7.56","486.15"
"27.03.2019","548.56","7.51","486.31"
"28.03.2019","547.34","7.5","486.31"
"29.03.2019","545.3","7.52","486.44"
"01.04.2019","546.54","7.44","486.42"
"02.04.2019","544.99","7.43","486.47"
"03.04.2019","547.51","7.47","486.85"
"04.04.2019","547.08","7.45","487.29"
"05.04.2019","547.28","7.45","487.42"
"08.04.2019","547.7","7.45","487.32"
"09.04.2019","548.53","7.52","486.54"
"10.04.2019","547.87","7.51","485.83"
"11.04.2019","546.99","7.54","485.01"
"12.04.2019","548.75","7.54","485.02"
"15.04.2019","548.4","7.55","484.75"
"16.04.2019","546.86","7.54","484.33"
"17.04.2019","546.58","7.56","483.4"
"18.04.2019","543.25","7.54","482.85"
"19.04.2019","542.36","7.54","482.31"
"22.04.2019","542.18","7.56","481.98"
"23.04.2019","542","7.56","481.56"
"25.04.2019","536.23","7.42","481.57"
"26.04.2019","536.06","7.43","481.33"
"29.04.2019","537.18","7.44","481.26"
"30.04.2019","538.67","7.46","480.48"
"02.05.2019","538.02","7.36","480.46"
"03.05.2019","536.28","7.35","480.75"
"06.05.2019","538.8","7.39","481.29"
"07.05.2019","539.53","7.38","481.64"
"08.05.2019","539.84","7.39","481.96"
"10.05.2019","541.62","7.4","482.17"
"13.05.2019","540.97","7.37","481.33"
"14.05.2019","540.28","7.36","480.85"
"15.05.2019","538.23","7.41","480.52"
"16.05.2019","538.28","7.44","480.14"
"17.05.2019","535.56","7.43","479.72"
"20.05.2019","535.62","7.44","480.03"
"21.05.2019","534.8","7.44","479.6"
"22.05.2019","535.66","7.47","479.64"
"23.05.2019","534.46","7.42","479.98"
"24.05.2019","537.15","7.44","480.03"
"27.05.2019","537.47","7.45","480.18"
"29.05.2019","535.9","7.38","480.33"
"30.05.2019","535.16","7.4","480.27"
"31.05.2019","535.41","7.33","480.1"
"03.06.2019","536.58","7.35","480.2"
"04.06.2019","539.93","7.36","480.02"
"05.06.2019","541.3","7.38","479.79"
"06.06.2019","538.8","7.36","479.57"
"07.06.2019","539.75","7.37","479.61"
"10.06.2019","542.19","7.41","479.52"
"11.06.2019","542.59","7.43","479.36"
"12.06.2019","542.68","7.4","479.02"
"13.06.2019","540.27","7.4","478.54"
"14.06.2019","539.06","7.43","478.4"
"17.06.2019","535.7","7.43","477.83"
"18.06.2019","534.35","7.43","477.78"
"19.06.2019","535.55","7.47","478.04"
"20.06.2019","539.8","7.55","477.53"
"21.06.2019","539.47","7.57","477.53"
"24.06.2019","544.32","7.6","477.81"
"25.06.2019","542.91","7.61","477.07"
"26.06.2019","542.2","7.56","477.33"
"27.06.2019","542.95","7.57","477.32"
"28.06.2019","543.19","7.57","477.11"
"01.07.2019","540.18","7.55","476.98"
"02.07.2019","539.41","7.54","477.1"
"03.07.2019","538.41","7.51","477.02"
"04.07.2019","538.31","7.52","477.01"
"08.07.2019","535.51","7.47","476.9"
"09.07.2019","534.34","7.47","477"
"10.07.2019","534.88","7.48","476.59"
"11.07.2019","537.27","7.57","476.94"
"12.07.2019","536.6","7.56","476.68"
"15.07.2019","537.65","7.61","476.68"
"16.07.2019","535.47","7.6","476.74"
"17.07.2019","534.43","7.58","476.45"
"18.07.2019","535.1","7.57","476.41"
"19.07.2019","535.52","7.56","476.48"
"22.07.2019","534.18","7.56","476.18"
"23.07.2019","532.17","7.54","476.13"
"24.07.2019","530.19","7.55","475.98"
"25.07.2019","529.72","7.54","475.94"
"26.07.2019","530.33","7.54","475.97"
"29.07.2019","529.64","7.5","476.12"
"30.07.2019","530.35","7.51","475.82"
"31.07.2019","530.28","7.5","475.81"
"01.08.2019","525.37","7.46","475.91"
"02.08.2019","528.07","7.33","475.9"
"05.08.2019","530.87","7.33","476.15"
"06.08.2019","533.38","7.3","476.19"
"07.08.2019","532.97","7.33","476.47"
"08.08.2019","533.85","7.3","476.21"
"09.08.2019","533.42","7.27","476.13"
"12.08.2019","532.22","7.27","475.9"
"13.08.2019","533.22","7.25","475.94"
"14.08.2019","531.79","7.29","475.74"
"15.08.2019","530.62","7.19","475.87"
"16.08.2019","527.46","7.22","475.92"
"19.08.2019","528.16","7.12","475.91"
"20.08.2019","527.39","7.13","475.9"
"21.08.2019","528.1","7.2","475.94"
"22.08.2019","527.4","7.25","475.91"
"23.08.2019","526.4","7.25","475.99"
"26.08.2019","529.36","7.21","476.21"
"27.08.2019","528.43","7.17","475.93"
"28.08.2019","527.63","7.13","475.86"
"29.08.2019","527.22","7.14","475.96"
"30.08.2019","525.71","7.17","476.1"
"02.09.2019","522.03","7.14","476.17"
"03.09.2019","521.2","7.12","476.33"
"04.09.2019","525.01","7.18","476.5"
"05.09.2019","526.07","7.22","476.34"
"06.09.2019","525.68","7.22","476.55"
"09.09.2019","526.13","7.28","476.65"
"10.09.2019","526.18","7.28","476.35"
"11.09.2019","524.83","7.28","476.34"
"12.09.2019","525.18","7.32","476.22"
"13.09.2019","528.61","7.41","476.18"
"16.09.2019","526.54","7.43","476.16"
"17.09.2019","524.47","7.42","476.1"
"18.09.2019","526.22","7.39","476.22"
"19.09.2019","526.74","7.42","476.26"
"20.09.2019","525.98","7.47","476.13"
"23.09.2019","522.98","7.44","476.26"
"24.09.2019","523.66","7.48","476.1"
"25.09.2019","523.63","7.4","476.07"
"26.09.2019","520.53","7.4","476.02"
"27.09.2019","520.03","7.4","476"
"30.09.2019","519.81","7.34","475.97"
"01.10.2019","518.52","7.32","476.01"
"02.10.2019","519.92","7.28","476.16"
"03.10.2019","521.29","7.32","476.24"
"04.10.2019","522.96","7.35","476.33"
"07.10.2019","522.98","7.34","476.52"
"08.10.2019","523.69","7.33","476.6"
"09.10.2019","523.59","7.35","476.68"
"10.10.2019","525.8","7.36","476.7"
"11.10.2019","525.36","7.42","476.73"
"14.10.2019","525.85","7.42","476.44"
"15.10.2019","524.89","7.4","476.57"
"16.10.2019","526.2","7.42","476.76"
"17.10.2019","529.69","7.45","476.43"
"18.10.2019","530.17","7.45","476.34"
"21.10.2019","531.95","7.48","476.32"
"22.10.2019","530.36","7.48","475.96"
"23.10.2019","528.92","7.45","475.99"
"24.10.2019","529.58","7.44","475.86"
"25.10.2019","528.93","7.44","475.87"
"28.10.2019","528.01","7.48","476.03"
"29.10.2019","527.38","7.44","476.15"
"30.10.2019","529.2","7.46","476.2"
"31.10.2019","531.71","7.44","476.1"
"01.11.2019","531.16","7.45","476.46"
"04.11.2019","532.11","7.45","476.59"
"05.11.2019","530.42","7.53","476.57"
"06.11.2019","528.86","7.48","476.84"
"07.11.2019","528.8","7.5","477.34"
"08.11.2019","526.75","7.47","477.17"
"11.11.2019","526.33","7.47","477.22"
"12.11.2019","526.81","7.46","477.4"
"13.11.2019","526.02","7.42","477.46"
"14.11.2019","525.36","7.45","477.51"
"15.11.2019","526.28","7.48","477.57"
"18.11.2019","528","7.48","477.31"
"19.11.2019","527.92","7.49","476.98"
"20.11.2019","527.68","7.46","476.98"
"21.11.2019","528.46","7.47","476.69"
"22.11.2019","527.6","7.49","476.95"
"25.11.2019","524.83","7.47","476.6"
"26.11.2019","525.22","7.45","476.82"
"27.11.2019","525.17","7.46","477.04"
"28.11.2019","525.64","7.45","477.25"
"29.11.2019","525.91","7.46","477.88"
"02.12.2019","526.57","7.43","478.05"
"03.12.2019","529.84","7.46","478.02"
"04.12.2019","529.15","7.47","477.83"
"05.12.2019","530.13","7.49","477.94"
"06.12.2019","530.47","7.5","478.03"
"09.12.2019","528.87","7.49","477.97"
"10.12.2019","529.5","7.52","478.02"
"11.12.2019","529.79","7.53","478.02"
"12.12.2019","531.55","7.56","477.71"
"13.12.2019","533.9","7.66","477.51"
"16.12.2019","531.62","7.61","477.43"
"17.12.2019","532.25","7.62","477.44"
"18.12.2019","531.69","7.63","477.54"
"19.12.2019","532.23","7.65","477.89"
"20.12.2019","531.78","7.69","478.35"
"23.12.2019","530.17","7.68","478.32"
"24.12.2019","530.66","7.72","479.15"
"25.12.2019","531.65","7.77","479.35"
"26.12.2019","531.61","7.76","479.27"
"27.12.2019","534.07","7.74","479.5"
"30.12.2019","537.26","7.77","479.7"
"08.01.2020","534.16","7.75","479.76"
"09.01.2020","532.33","7.84","479.62"
"10.01.2020","531.79","7.81","479.26"
"13.01.2020","532.71","7.86","479.36"
"14.01.2020","533.61","7.81","479.39"
"15.01.2020","533.68","7.79","479.63"
"16.01.2020","535.12","7.79","479.76"
"17.01.2020","533.71","7.81","479.61"
"20.01.2020","531.59","7.78","479.34"
"21.01.2020","531.82","7.75","479.33"
"22.01.2020","531.24","7.73","478.9"
"23.01.2020","530.62","7.73","478.73"
"24.01.2020","528.43","7.75","478.87"
"29.01.2020","526.53","7.65","478.58"
"30.01.2020","527.47","7.61","478.69"
"31.01.2020","527.8","7.56","478.6"
"01.02.2020","527.98","7.56","478.76"
"03.02.2020","530.23","7.49","478.85"
"04.02.2020","529.31","7.57","478.8"
"05.02.2020","527.79","7.64","478.72"
"06.02.2020","526.78","7.58","478.85"
"07.02.2020","524.16","7.5","478.47"
"10.02.2020","524.48","7.49","478.98"
"11.02.2020","522.74","7.5","479.05"
"12.02.2020","523.34","7.59","479.29"
"13.02.2020","521.37","7.52","479.11"
"14.02.2020","519.53","7.54","479.05"
"17.02.2020","519.43","7.57","479.05"
"18.02.2020","518.37","7.51","478.95"
"19.02.2020","517.06","7.53","478.63"
"20.02.2020","516.69","7.5","478.37"
"21.02.2020","517.05","7.43","478.35"
"24.02.2020","517.55","7.43","478.42"
"25.02.2020","517.46","7.31","478.33"
"26.02.2020","520.92","7.28","478.39"
"27.02.2020","523.13","7.28","478.49"
"28.02.2020","528.57","7.09","478.6"
"02.03.2020","530.41","7.19","478.8"
"03.03.2020","532.89","7.21","478.87"
"04.03.2020","534.51","7.29","479.12"
"05.03.2020","535.91","7.23","479.6"
"06.03.2020","541.96","7.04","479.82"
"09.03.2020","547.7","6.51","480.48"
"10.03.2020","547.12","6.7","482.09"
"11.03.2020","546.11","6.75","483.03"
"12.03.2020","544.48","6.5","484.33"
"13.03.2020","544.59","6.71","487.85"
"16.03.2020","548.23","6.55","489.8"
"17.03.2020","544.3","6.56","490.76"
"18.03.2020","539.93","6.3","490.53"
"19.03.2020","532.39","6.15","492.22"
"20.03.2020","529.12","6.34","493.58"
"23.03.2020","528.77","6.13","495.01"
"24.03.2020","537.49","6.29","495.43"
"25.03.2020","537.74","6.4","495.93"
"26.03.2020","544.33","6.35","497.24"
"27.03.2020","548.22","6.4","498.43"
"30.03.2020","554.34","6.3","500.8"
"31.03.2020","553.45","6.46","504.47"
"01.04.2020","552.07","6.4","504.96"
"02.04.2020","551.62","6.43","504.5"
"03.04.2020","543.86","6.56","502.97"
"06.04.2020","542.38","6.58","501.55"
"07.04.2020","543.06","6.62","499.37"
"08.04.2020","539.43","6.56","496.58"
"09.04.2020","536.59","6.66","493.1"
"10.04.2020","537.6","6.67","491.18"
"13.04.2020","532.02","6.6","486.53"
"14.04.2020","531.3","6.61","485.52"
"15.04.2020","531.52","6.57","486.12"
"16.04.2020","526.78","6.54","484.57"
"17.04.2020","523.45","6.52","483.96"
"20.04.2020","524.89","6.49","482.52"
"21.04.2020","520.93","6.28","480.87"
"22.04.2020","520.93","6.26","479.81"
"23.04.2020","516.84","6.38","479.67"
"27.04.2020","520.2","6.45","479.58"
"28.04.2020","521.74","6.49","479.63"
"29.04.2020","520.57","6.51","479.52"
"30.04.2020","520.74","6.56","479.28"
"04.05.2020","524.93","6.36","480"
"05.05.2020","521.38","6.49","480.67"
"06.05.2020","519.8","6.48","481.97"
"07.05.2020","521.74","6.55","483.14"
"08.05.2020","524.73","6.58","484.11"
"11.05.2020","526.21","6.59","486.02"
"12.05.2020","527.05","6.63","487.15"
"13.05.2020","528.67","6.65","487.66"
"14.05.2020","528.4","6.63","488.9"
"15.05.2020","527.41","6.65","487.89"
"18.05.2020","525.04","6.67","485.88"
"19.05.2020","530.5","6.7","484.65"
"20.05.2020","529.57","6.73","483.63"
"21.05.2020","528.07","6.79","481.68"
"22.05.2020","524.94","6.71","481.99"
"23.05.2020","525.21","6.71","482.24"
"25.05.2020","526.57","6.76","483"
"26.05.2020","530.41","6.81","483.82"
"27.05.2020","533.66","6.83","483.91"
"01.06.2020","536.78","6.92","483.02"
"02.06.2020","539.28","7.02","482.49"
"03.06.2020","540.89","7.05","482.38"
"04.06.2020","539.87","6.97","482.11"
"05.06.2020","546","7.01","481.74"
"08.06.2020","543.67","7.06","481.42"
"09.06.2020","542.15","6.99","481.23"
"10.06.2020","546.4","6.99","481.03"
"11.06.2020","548.17","6.99","481.61"
"12.06.2020","545.53","6.93","481.79"
"15.06.2020","541.59","6.84","481.41"
"16.06.2020","545.28","6.9","481.27"
"17.06.2020","539.51","6.88","480.33"
"18.06.2020","539.87","6.93","479.93"
"19.06.2020","537.81","6.91","479.67"
"22.06.2020","537.09","6.9","478.99"
"23.06.2020","541.13","6.97","479.43"
"24.06.2020","542.73","6.95","480.08"
"25.06.2020","540.36","6.94","481.3"
"26.06.2020","540.69","6.95","481.94"
"29.06.2020","543.85","6.89","482.44"
"30.06.2020","540.44","6.81","482.36"
"01.07.2020","540.76","6.79","482.52"
"02.07.2020","545.47","6.88","483.36"
"03.07.2020","543.3","6.81","483.84"
"06.07.2020","547.07","6.74","484.35"
"07.07.2020","546.92","6.72","485.12"
"08.07.2020","547.57","6.82","485.74"
"09.07.2020","551.22","6.87","486.6"
"10.07.2020","549.62","6.84","486.73"
"13.07.2020","550.71","6.86","486.54"
"14.07.2020","551.66","6.82","485.62"
"15.07.2020","553.64","6.83","484.5"
"16.07.2020","550.33","6.79","483.64"
"17.07.2020","550.77","6.72","482.62"
"20.07.2020","553.06","6.73","482.81"
"21.07.2020","553.59","6.83","483.7"
"22.07.2020","558.96","6.83","484.16"
"23.07.2020","562.43","6.82","485.19"
"24.07.2020","562.79","6.8","485.29"
"27.07.2020","567.71","6.78","484.97"
"28.07.2020","568.29","6.71","484.64"
"29.07.2020","569.24","6.69","484.42"
"30.07.2020","570.26","6.6","485.16"
"31.07.2020","575.46","6.57","485.33"
"03.08.2020","570.56","6.57","485.83"
"04.08.2020","572.79","6.59","485.66"
"05.08.2020","575.63","6.66","485.52"
"06.08.2020","575.37","6.62","485.18"
"07.08.2020","573.17","6.58","485"
"10.08.2020","570.68","6.59","485.23"
"11.08.2020","572.14","6.66","485.32"
"12.08.2020","570.6","6.64","485"
"13.08.2020","574.15","6.6","485.17"
"14.08.2020","571.91","6.61","484.83"
"17.08.2020","574.5","6.6","484.65"
"18.08.2020","576.26","6.62","484.21"
"19.08.2020","578.21","6.6","484.3"
"20.08.2020","573.71","6.56","484.72"
"21.08.2020","572.94","6.53","485.05"
"24.08.2020","574.2","6.54","485.25"
"25.08.2020","574.5","6.5","485.71"
"26.08.2020","575.69","6.43","487.17"
"27.08.2020","575.91","6.49","487.03"
"28.08.2020","579.23","6.54","487.24"
"31.08.2020","580.55","6.61","487.2"
"01.09.2020","583.01","6.6","486.86"
"02.09.2020","578.51","6.59","487.29"
"03.09.2020","576.35","6.47","487.48"
"04.09.2020","578.43","6.51","488"
"07.09.2020","577.25","6.42","488.12"
"08.09.2020","575.88","6.39","488.57"
"09.09.2020","575.08","6.44","488.81"
"10.09.2020","578.09","6.48","488.33"
"11.09.2020","579.01","6.51","487.67"
"14.09.2020","576.64","6.46","486.37"
"15.09.2020","576.6","6.46","485.31"
"16.09.2020","575.95","6.49","484.93"
"17.09.2020","571.59","6.46","484.4"
"18.09.2020","574.98","6.46","485.26"
"22.09.2020","569.58","6.39","485.29"
"23.09.2020","568.62","6.36","485.42"
"24.09.2020","565.06","6.28","485.32"
"25.09.2020","565.05","6.28","485.27"
"28.09.2020","565.55","6.16","485.66"
"29.09.2020","570.03","6.14","487.62"
"30.09.2020","571.78","6.24","488.41"
"01.10.2020","573.93","6.32","488.58"
"02.10.2020","572.54","6.22","488.6"
"05.10.2020","574.39","6.24","488.59"
"06.10.2020","577.29","6.25","490.14"
"07.10.2020","576.34","6.26","490.17"
"08.10.2020","577.45","6.3","491.15"
"09.10.2020","579.03","6.36","490.95"
"12.10.2020","577.93","6.35","489.65"
"13.10.2020","578.73","6.37","490.99"
"14.10.2020","576.44","6.36","491.34"
"15.10.2020","575.81","6.3","491.68"
"16.10.2020","576.26","6.29","492.15"
"19.10.2020","578.91","6.34","492.4"
"20.10.2020","582.43","6.33","493.33"
"21.10.2020","585.48","6.41","494.37"
"22.10.2020","584.77","6.42","494.31"
"23.10.2020","585.25","6.47","494.01"
"26.10.2020","582.42","6.45","493.24"
"27.10.2020","582.25","6.44","493.18"
"28.10.2020","578.69","6.31","492.71"
"29.10.2020","578.32","6.21","493.15"
"30.10.2020","576.08","6.24","493.6"
"02.11.2020","574.79","6.15","493.76"
"03.11.2020","577.34","6.2","493.66"
"04.11.2020","576.11","6.23","493.5"
"05.11.2020","582.32","6.35","493.87"
"06.11.2020","585.18","6.36","493.74"
"09.11.2020","586.23","6.4","493.75"
"10.11.2020","583.37","6.48","494.13"
"11.11.2020","583.47","6.5","494.76"
"12.11.2020","585.28","6.45","495.58"
"13.11.2020","586.6","6.42","495.94"
"16.11.2020","588.86","6.47","497.14"
"17.11.2020","590.24","6.49","497.38"
"18.11.2020","592.87","6.59","498.8"
"19.11.2020","592.47","6.55","500.82"
"20.11.2020","596.72","6.6","503.22"
"23.11.2020","600.12","6.66","505.32"
"24.11.2020","608.83","6.75","512.31"
"25.11.2020","609.06","6.78","511.69"
"26.11.2020","604.82","6.72","508.12"
"27.11.2020","605.94","6.7","508.21"
"30.11.2020","606.82","6.65","506.4"
"01.12.2020","607.41","6.66","506.98"
"02.12.2020","613.77","6.73","509.14"
"03.12.2020","617.61","6.79","510"
"04.12.2020","622.14","6.88","511.25"
"07.12.2020","619.76","6.89","512.54"
"08.12.2020","623.74","7.03","514.13"
"09.12.2020","624.97","7.03","515.48"
"10.12.2020","627.92","7.06","518.77"
"11.12.2020","630.94","7.11","520.62"
"14.12.2020","635","7.16","522.46"
"15.12.2020","638.35","7.15","525.09"
"16.12.2020","640.64","7.16","524.9"
"17.12.2020","640.2","7.19","523.42"
"18.12.2020","639.73","7.1","522.23"
"21.12.2020","634.96","6.95","521.66"
"22.12.2020","637.06","6.91","521.97"
"23.12.2020","636.78","6.93","522.21"
"24.12.2020","636.96","6.99","522.48"
"25.12.2020","637.07","7.09","522.57"
"28.12.2020","640.93","7.1","523.25"
"29.12.2020","639.82","7.1","522.3"
"30.12.2020","641.11","7.02","522.59"
"08.01.2021","639.74","7.02","522.79"
"11.01.2021","636.84","7.03","523.76"
"12.01.2021","639.04","7.09","525.44"
"13.01.2021","642.33","7.14","526.89"
"14.01.2021","639.32","7.16","525.45"
"15.01.2021","634.35","7.13","522.53"
"18.01.2021","629.92","7.03","522.19"
"19.01.2021","629.4","7.04","519.31"
"20.01.2021","629.57","7.08","519.19"
"21.01.2021","629.98","7.05","518.89"
"22.01.2021","631.1","6.95","518.44"
"25.01.2021","629.39","6.88","518.36"
"26.01.2021","628.49","6.86","518.26"
"27.01.2021","628.06","6.89","518.16"
"29.01.2021","627.83","6.8","518.27"
"01.02.2021","627.48","6.87","518.88"
"02.02.2021","626.52","6.84","519.2"
"03.02.2021","625.58","6.84","520.15"
"04.02.2021","623.94","6.9","520.6"
"05.02.2021","624.21","6.95","521.13"
"08.02.2021","627.67","7.01","521.8"
"09.02.2021","632.76","7.06","522.6"
"10.02.2021","634.09","7.09","523.13"
"11.02.2021","635.59","7.11","524.07"
"12.02.2021","634.8","7.06","524.28"
"15.02.2021","636.6","7.16","524.6"
"16.02.2021","638.09","7.16","524.92"
"17.02.2021","632.6","7.11","524.33"
"18.02.2021","632.93","7.12","524.34"
"19.02.2021","636.4","7.1","524.48"
"22.02.2021","635.79","7.03","525.1"
"23.02.2021","638.75","7.08","525.76"
"24.02.2021","640.37","7.16","526.45"
"25.02.2021","643.96","7.16","526.97"
"26.02.2021","640.2","7.08","527.96"
"01.03.2021","636.1","7.13","528.37"
"02.03.2021","633.2","7.07","527.36"
"03.03.2021","636.45","7.14","525.99"
"04.03.2021","631.71","7.11","524.98"
"05.03.2021","626.82","7.03","525.46"
"09.03.2021","625.36","7.1","525.29"
"10.03.2021","625.91","7.11","525.93"
"11.03.2021","629.66","7.16","526.38"
"12.03.2021","627.67","7.15","526.88"
"15.03.2021","628.51","7.21","527.05"
"16.03.2021","629.53","7.24","527.69"
"17.03.2021","628.37","7.22","527.69"
"18.03.2021","629.79","7.16","527.42"
"19.03.2021","627.8","7.12","527.87"
"22.03.2021","627.98","7.09","527.76"
"23.03.2021","627.93","6.93","528.12"
"24.03.2021","625.16","6.97","528.32"
"25.03.2021","624.37","6.96","528.68"
"26.03.2021","624.37","6.98","529.49"
"29.03.2021","624.12","6.98","530.08"
"30.03.2021","622.94","6.99","530.7"
"31.03.2021","622.96","7.02","531.17"
"01.04.2021","624.63","7.01","532.14"
"02.04.2021","628.02","7","533.17"
"05.04.2021","626.73","6.99","533.84"
"06.04.2021","632.07","7","535.11"
"07.04.2021","637.67","6.92","536.58"
"08.04.2021","637.58","6.97","537.36"
"09.04.2021","633.58","6.9","532.78"
"12.04.2021","628.49","6.83","528.1"
"13.04.2021","617.91","6.73","519.43"
"14.04.2021","620.92","6.86","519.34"
"15.04.2021","624.29","6.79","521.2"
"16.04.2021","625.49","6.89","522.2"
"19.04.2021","628.69","6.87","522.21"
"20.04.2021","629.29","6.85","521.89"
"21.04.2021","626.94","6.79","522.23"
"22.04.2021","628.99","6.86","522.24"
"23.04.2021","629.24","6.94","521.89"
"26.04.2021","629.6","6.95","520.46"
"27.04.2021","627.78","6.94","520.29"
"28.04.2021","627.2","6.95","519.81"
"29.04.2021","630.95","7.01","520.63"
"30.04.2021","629.62","6.95","520.69"
"03.05.2021","627.41","6.87","520.63"
"04.05.2021","625.26","6.93","520.88"
"05.05.2021","625.46","6.97","521.04"
"06.05.2021","628.19","6.99","521.45"
"07.05.2021","630.68","7.05","522.09"
"10.05.2021","635.31","7.06","522.37"
"11.05.2021","635.08","7.06","522.1"
"12.05.2021","633.77","7.03","522.27"
"13.05.2021","631.17","7.03","523.1"
"14.05.2021","632.67","7.06","522.48"
"17.05.2021","634.43","7.06","521.91"
"18.05.2021","637.23","7.08","521.55"
"19.05.2021","635.85","7.07","520.72"
"20.05.2021","634.57","7.07","520.74"
"21.05.2021","636.46","7.09","520.54"
"24.05.2021","635.73","7.07","520.58"
"25.05.2021","638.01","7.1","520.57"
"26.05.2021","637.42","7.08","520.68"
"27.05.2021","635.04","7.09","520.78"
"31.05.2021","634.52","7.09","520.61"
"01.06.2021","636.73","7.08","520.67"
"02.06.2021","634.12","7.08","520.67"
"03.06.2021","634.56","7.11","520.22"
"04.06.2021","630.13","7.1","520.04"
"07.06.2021","632.3","7.14","520.03"
"08.06.2021","632.79","7.15","519.83"
"09.06.2021","633.3","7.2","519.57"
"10.06.2021","631.65","7.19","519.28"
"11.06.2021","630.16","7.24","518.61"
"14.06.2021","626.18","7.15","516.99"
"15.06.2021","625.16","7.18","515.68"
"16.06.2021","624.18","7.16","514.87"
"17.06.2021","614.36","7.09","514.11"
"18.06.2021","612.16","7.12","513.73"
"21.06.2021","610.71","7.03","513.29"
"22.06.2021","609.73","7.01","513.07"
"23.06.2021","611.34","7.05","512.01"
"24.06.2021","606.64","7.03","507.9"
"25.06.2021","596.36","6.92","499.38"
"28.06.2021","593.07","6.89","496.83"
"29.06.2021","589.89","6.84","495.37"
"30.06.2021","589.68","6.78","495.86"
"01.07.2021","587.62","6.8","495.84"
"02.07.2021","585.67","6.72","495.49"
"06.07.2021","586.68","6.75","495.59"
"07.07.2021","585.73","6.67","495.21"
"08.07.2021","586.08","6.6","495.38"
"09.07.2021","587.74","6.67","495.77"
"12.07.2021","587.72","6.64","495.88"
"13.07.2021","587.55","6.7","496.16"
"14.07.2021","584.57","6.69","495.61"
"15.07.2021","586.7","6.69","495.44"
"16.07.2021","584.78","6.68","494.78"
"19.07.2021","580.6","6.61","492.91"
"20.07.2021","579.51","6.59","491.15"
"21.07.2021","574.02","6.56","487.57"
"22.07.2021","571.37","6.57","484.42"
