" ","EUR 1","RUB 1","USD 1"
"01.01.2000","478.46","19.78","553.13"
"02.01.2000","472.22","19.7","552.04"
"03.01.2000","531.21","19.04","523.77"
"04.01.2000","531.21","19.04","523.77"
"05.01.2000","532.88","18.84","528.13"
"06.01.2000","489.77","19.78","555.93"
"07.01.2000","544.24","18.84","528.13"
"08.01.2000","490.38","19.78","555.48"
"09.01.2000","479.76","20.18","560.53"
"10.01.2000","548.62","18.84","528.13"
"11.01.2000","540.4","18.36","525.48"
"12.01.2000","537.51","18.36","525.48"
"13.01.2000","538.93","18.36","525.48"
"14.01.2000","541.89","18.04","525.7"
"15.01.2000","486.06","19.78","555.62"
"16.01.2000","476.95","20.18","555.69"
"17.01.2000","540.21","18.04","525.7"
"18.01.2000","536.35","18.04","524.55"
"19.01.2000","529.48","18.04","524.55"
"20.01.2000","529.43","18.04","524.55"
"21.01.2000","530.06","18.04","524.55"
"22.01.2000","502.85","19.78","555.08"
"23.01.2000","470.62","19.89","555.37"
"24.01.2000","534.48","18.04","528.93"
"25.01.2000","534.06","18.04","528.93"
"26.01.2000","530.36","18.04","528.93"
"27.01.2000","531.34","18.04","530.92"
"28.01.2000","530.03","18.04","529.02"
"29.01.2000","511.49","19.55","550.52"
"30.01.2000","513.8","19.68","552.18"
"31.01.2000","527.75","18.04","529.02"
"01.02.2000","520.42","18.04","528.45"
"02.02.2000","517.41","18.04","528.45"
"03.02.2000","513.13","18.04","528.45"
"04.02.2000","513.49","18.04","528.45"
"07.02.2000","514.88","18.04","528.19"
"08.02.2000","518.74","18.04","527.44"
"09.02.2000","514.88","18.04","527.16"
"10.02.2000","521.56","18.04","526.67"
"11.02.2000","523.66","18.04","527.14"
"14.02.2000","516.65","18.04","527.14"
"15.02.2000","516.65","18.04","527.14"
"16.02.2000","520.13","18.04","527.14"
"17.02.2000","516.06","18.04","527.78"
"18.02.2000","517.44","18.04","527.78"
"21.02.2000","523.51","18.04","527.78"
"22.02.2000","520.54","18.04","528.09"
"23.02.2000","520.54","18.04","528.09"
"24.02.2000","529.54","18.04","528.38"
"25.02.2000","532.38","18.04","528.78"
"28.02.2000","523.39","18.04","528.78"
"29.02.2000","517.97","18.47","527.84"
"01.03.2000","508.52","18.34","527.56"
"02.03.2000","512.05","18.19","527.13"
"03.03.2000","509.19","18.44","526.73"
"06.03.2000","511.07","18.38","525.52"
"07.03.2000","507.6","18.23","525.52"
"08.03.2000","507.6","18.23","525.52"
"09.03.2000","504.68","18.23","526.09"
"10.03.2000","503.42","18.23","527.53"
"13.03.2000","507.27","18.23","527.53"
"14.03.2000","507.5","18.23","527.93"
"15.03.2000","512.94","18.23","527.93"
"16.03.2000","508.54","18.23","528.63"
"17.03.2000","509.97","18.23","528.63"
"20.03.2000","510.82","18.23","528.63"
"21.03.2000","510.79","18.23","528.11"
"22.03.2000","513.06","18.23","528.11"
"23.03.2000","512.32","18.23","528.11"
"24.03.2000","506.92","18.23","527.88"
"27.03.2000","506.92","18.23","527.88"
"28.03.2000","507.01","18.23","527.97"
"29.03.2000","512.41","18.23","527.61"
"30.03.2000","508.99","18.23","527.61"
"31.03.2000","504.82","18.23","527.61"
"03.04.2000","504.13","18.23","527.61"
"04.04.2000","504.72","18.23","528.34"
"05.04.2000","506.37","18.4","529.45"
"06.04.2000","504.99","18.4","529.45"
"10.04.2000","506.37","18.4","529.45"
"11.04.2000","507.34","18.5","530.47"
"12.04.2000","509.57","18.5","531.36"
"13.04.2000","509.79","18.5","531.36"
"14.04.2000","509.92","18.5","532.5"
"17.04.2000","507.85","18.5","532.5"
"18.04.2000","507.91","18.55","532.4"
"19.04.2000","505.62","18.55","532.4"
"20.04.2000","505.57","18.55","532.35"
"21.04.2000","503.47","18.55","532.15"
"25.04.2000","498.66","18.55","531.85"
"26.04.2000","497.9","18.55","531.04"
"27.04.2000","493.68","18.6","530.72"
"28.04.2000","487.89","18.6","530.72"
"29.04.2000","486.3","18.66","530.72"
"01.05.2000","482.16","18.7","530.72"
"02.05.2000","481.99","18.7","530.53"
"03.05.2000","481.99","18.7","530.53"
"04.05.2000","484.15","18.7","531.1"
"05.05.2000","473.37","18.7","531.1"
"06.05.2000","475.38","18.7","531.33"
"10.05.2000","478.17","18.7","532.25"
"11.05.2000","479.19","18.7","533.74"
"12.05.2000","485.37","18.84","534.61"
"15.05.2000","485.3","18.9","534.53"
"16.05.2000","482.77","18.9","534.69"
"17.05.2000","488.99","18.8","534.59"
"18.05.2000","485.87","18.8","535.98"
"19.05.2000","478.32","18.8","536.11"
"22.05.2000","479.59","18.8","536.33"
"23.05.2000","475.99","18.8","536.33"
"24.05.2000","482.32","18.8","535.91"
"25.05.2000","488.12","18.8","535.75"
"26.05.2000","487.43","18.84","535.75"
"29.05.2000","481.43","18.9","536.05"
"30.05.2000","490.57","18.9","536.55"
"31.05.2000","496.95","18.9","536.55"
"01.06.2000","502.22","18.9","536.62"
"02.06.2000","499.98","18.9","537.44"
"05.06.2000","501.76","18.9","537.79"
"06.06.2000","503.99","18.9","538.74"
"07.06.2000","509.59","18.9","540.22"
"08.06.2000","512.64","18.9","540.47"
"09.06.2000","523.13","18.9","541.39"
"12.06.2000","523.42","18.9","541.39"
"13.06.2000","514.78","18.9","542.44"
"14.06.2000","518.21","18.9","543.94"
"15.06.2000","522.37","18.9","545.1"
"16.06.2000","525.74","19","545.6"
"19.06.2000","519.63","19","545.6"
"20.06.2000","522.34","19.4","546.1"
"21.06.2000","527.45","19.4","547.15"
"22.06.2000","521.87","19.4","547.15"
"23.06.2000","518.15","19.4","547.15"
"26.06.2000","514.43","19.4","546.98"
"27.06.2000","514.87","19.5","546.98"
"28.06.2000","510.3","19.4","547.12"
"29.06.2000","514.35","19.4","547.12"
"30.06.2000","515.84","19.4","547.89"
"03.07.2000","520.75","19.4","547.93"
"04.07.2000","524.18","19.4","548.53"
"06.07.2000","520.72","19.4","548.53"
"07.07.2000","523.13","19.4","548.53"
"10.07.2000","522.93","19.4","548.03"
"11.07.2000","519.7","19.4","548.03"
"12.07.2000","522.08","19.45","548.23"
"13.07.2000","522.3","19.68","548.23"
"14.07.2000","520.92","19.68","548.39"
"17.07.2000","512.89","19.68","548.6"
"18.07.2000","512.28","19.68","548.25"
"19.07.2000","512.51","19.68","548.02"
"20.07.2000","513.04","19.68","548.53"
"21.07.2000","505.53","19.68","548.53"
"24.07.2000","505.74","19.68","548.53"
"25.07.2000","513.33","19.68","548.25"
"26.07.2000","511.63","19.68","548.25"
"27.07.2000","515.24","19.68","547.55"
"28.07.2000","514.15","19.68","547.55"
"31.07.2000","512.4","19.68","545.75"
"01.08.2000","505.54","19.59","545"
"02.08.2000","502.68","19.59","543.85"
"03.08.2000","503.82","19.59","543.85"
"04.08.2000","495.98","19.35","542.53"
"07.08.2000","487.47","19.35","539.95"
"08.08.2000","485.87","19.35","538"
"09.08.2000","487.81","19.35","537"
"10.08.2000","485.82","19.37","537"
"11.08.2000","481.85","19.37","537"
"14.08.2000","484.96","19.37","537"
"15.08.2000","487.81","19.37","537"
"16.08.2000","485.34","19.42","538.61"
"17.08.2000","491.68","19.48","539.24"
"18.08.2000","490.43","19.48","540.6"
"21.08.2000","494.74","19.52","541.29"
"22.08.2000","494.5","19.55","541.8"
"23.08.2000","488.47","19.55","541.36"
"24.08.2000","486.19","19.57","541.9"
"25.08.2000","483.12","19.57","541.74"
"28.08.2000","488.59","19.57","542.16"
"29.08.2000","489.08","19.57","542.16"
"30.08.2000","488.14","19.4","541.96"
"31.08.2000","484.26","19.4","540.17"
"01.09.2000","479.94","19.35","538.71"
"04.09.2000","479.07","19.35","537.92"
"05.09.2000","480.03","19.35","539.24"
"06.09.2000","485.71","19.35","539.68"
"07.09.2000","480.02","19.35","540.2"
"08.09.2000","477.87","19.44","541.92"
"11.09.2000","471.56","19.44","543.52"
"12.09.2000","474.76","19.44","543.52"
"13.09.2000","467.74","19.44","543.32"
"14.09.2000","467.09","19.5","542.24"
"15.09.2000","467.9","19.5","540.67"
"18.09.2000","469.27","19.5","539.82"
"19.09.2000","464.58","19.5","539.27"
"20.09.2000","459.47","19.4","538.9"
"22.09.2000","460.05","19.4","538.64"
"25.09.2000","459.02","19.3","538.5"
"26.09.2000","479.3","19.3","539.15"
"27.09.2000","472.54","19.3","538.81"
"28.09.2000","471.14","19.3","538.02"
"29.09.2000","476","19.3","537.18"
"30.09.2000","470.17","19.3","536.42"
"02.10.2000","469.75","19.3","535.94"
"03.10.2000","470.51","19.4","536.8"
"04.10.2000","472.11","19.4","536.37"
"05.10.2000","470.26","19.4","536.64"
"06.10.2000","470","19.4","538.37"
"09.10.2000","473.55","19.4","538.98"
"10.10.2000","470.02","19.4","540.07"
"11.10.2000","470.13","19.4","540.69"
"12.10.2000","471.82","19.4","541.02"
"13.10.2000","476.24","19.4","546.15"
"16.10.2000","473.21","19.55","547.19"
"17.10.2000","472.42","19.55","547.61"
"18.10.2000","466.07","19.55","547.61"
"19.10.2000","465.97","19.55","548.46"
"20.10.2000","467.56","19.55","548.46"
"23.10.2000","461.86","19.55","549.12"
"24.10.2000","464.62","19.55","549.72"
"25.10.2000","460.5","19.55","549.72"
"26.10.2000","461.58","19.55","550.42"
"27.10.2000","457.85","19.55","551.16"
"28.10.2000","454.86","19.55","551.21"
"30.10.2000","458.83","19.55","551.21"
"31.10.2000","459.01","19.55","551.43"
"01.11.2000","467.89","19.55","551.63"
"02.11.2000","472.22","19.7","552.04"
"03.11.2000","477.74","19.8","552.56"
"06.11.2000","478.37","19.8","553.28"
"07.11.2000","483.9","19.92","554.29"
"08.11.2000","483.99","19.92","558.43"
"09.11.2000","479.76","20.18","560.53"
"10.11.2000","478.74","20.18","559.34"
"13.11.2000","475.54","20.18","557.43"
"14.11.2000","483.39","20.07","557.35"
"15.11.2000","479.99","20.18","556.83"
"16.11.2000","476.95","20.18","555.69"
"17.11.2000","477.61","20.02","555.62"
"20.11.2000","476.2","19.89","555.72"
"21.11.2000","474.31","19.89","555.72"
"22.11.2000","471.7","19.89","555.72"
"23.11.2000","470.62","19.89","555.37"
"24.11.2000","468.12","19.89","555.37"
"27.11.2000","468.01","19.89","555.37"
"28.11.2000","467.24","19.89","553.87"
"29.11.2000","465.67","19.89","553.97"
"30.11.2000","474.25","19.89","553.97"
"01.12.2000","478.46","19.78","553.13"
"04.12.2000","480.34","19.78","553.13"
"05.12.2000","493.98","19.78","554.53"
"06.12.2000","489.77","19.78","555.93"
"07.12.2000","489.77","19.78","555.93"
"08.12.2000","490.38","19.78","555.48"
"11.12.2000","497.06","19.78","555.81"
"12.12.2000","495.05","19.78","556.55"
"13.12.2000","489.26","19.78","557.12"
"14.12.2000","488.69","19.78","556.47"
"15.12.2000","486.06","19.78","555.62"
"18.12.2000","491.11","19.78","555.62"
"19.12.2000","498.84","19.78","555.25"
"20.12.2000","497.84","19.78","555.25"
"21.12.2000","502.85","19.84","555.08"
"22.12.2000","502.85","19.78","555.08"
"25.12.2000","511.84","19.78","553.94"
"26.12.2000","511.84","19.78","553.94"
"27.12.2000","509.92","19.68","551.86"
"28.12.2000","509.92","19.68","551.86"
"29.12.2000","511.49","19.55","550.52"
"30.12.2000","513.8","19.68","552.18"
"31.12.2000","513.8","19.55","552.18"
"03.01.2001","513.8","19.55","552.18"
"04.01.2001","520.87","19.55","552.18"
"05.01.2001","523.69","19.55","553.7"
"08.01.2001","522.7","19.4","552.65"
"09.01.2001","522.49","19.31","550.16"
"10.01.2001","522.32","19.31","549.98"
"11.01.2001","517.68","19.31","550.67"
"12.01.2001","519.18","19.31","551.61"
"15.01.2001","528.93","19.31","554.14"
"16.01.2001","524.48","19.31","556.3"
"17.01.2001","521.83","19.31","554.43"
"18.01.2001","521.64","19.31","555.17"
"19.01.2001","521.52","19.31","554.57"
"22.01.2001","519.97","19.39","553.16"
"23.01.2001","520.44","19.39","553.66"
"24.01.2001","514.55","19.39","553.88"
"25.01.2001","513.57","19.39","552.58"
"26.01.2001","508.13","19.39","555.58"
"29.01.2001","508.3","19.39","555.76"
"30.01.2001","512.6","19.39","555.48"
"31.01.2001","509.56","19.43","554.29"
"01.02.2001","509.78","19.43","554.29"
"02.02.2001","520.85","19.43","553.74"
"05.02.2001","520.9","19.43","553.74"
"06.02.2001","521.57","19.43","553.39"
"07.02.2001","515.38","19.43","552.86"
"08.02.2001","514.93","19.43","552.2"
"09.02.2001","509.29","19.36","552.37"
"12.02.2001","509.97","19.32","552.69"
"13.02.2001","513.18","19.32","552.52"
"14.02.2001","512.16","19.32","552.19"
"15.02.2001","506.67","19.32","552.05"
"16.02.2001","501.81","19.32","552.05"
"19.02.2001","503.08","19.26","552.05"
"20.02.2001","503.08","19.26","552.05"
"21.02.2001","508.41","19.26","551.84"
"22.02.2001","504.98","19.22","551.65"
"23.02.2001","504.54","19.28","551.65"
"26.02.2001","499.7","19.23","551.79"
"27.02.2001","498.54","19.12","550.02"
"28.02.2001","497.02","19.12","548.35"
"01.03.2001","494.84","19.08","545.94"
"02.03.2001","504.82","18.95","544.63"
"05.03.2001","507.31","18.95","541.82"
"06.03.2001","507.31","18.9","541.82"
"07.03.2001","507.51","18.9","542.04"
"09.03.2001","507.99","18.9","542.55"
"12.03.2001","509.19","18.85","543.83"
"13.03.2001","511.17","18.85","545.95"
"14.03.2001","509.27","18.9","549.26"
"15.03.2001","504.45","18.9","549.39"
"16.03.2001","498.91","19.04","550.43"
"19.03.2001","497.52","19.04","548.9"
"20.03.2001","490.88","19.04","548.65"
"21.03.2001","493.16","19.04","548.2"
"22.03.2001","494.31","19.04","548.01"
"23.03.2001","492.28","19.04","547.59"
"26.03.2001","485.65","19.04","546.35"
"27.03.2001","486.95","19","545.79"
"28.03.2001","487.46","18.97","545.56"
"29.03.2001","488.15","18.97","545.3"
"30.03.2001","482.59","18.93","544.68"
"02.04.2001","481.05","18.93","544.17"
"03.04.2001","481.77","18.93","545.48"
"04.04.2001","479.31","18.93","546.41"
"05.04.2001","483.45","18.9","546.58"
"06.04.2001","494.86","18.9","547.9"
"09.04.2001","493.9","18.9","547.56"
"10.04.2001","489.72","18.9","547.78"
"11.04.2001","494.82","19","548.7"
"12.04.2001","490.36","19","548.2"
"13.04.2001","484.55","19","548.13"
"16.04.2001","485.16","19.03","548.26"
"17.04.2001","485.19","19","548.3"
"18.04.2001","485.16","18.95","548.27"
"19.04.2001","481.18","18.95","547.35"
"20.04.2001","481.66","18.95","548.71"
"23.04.2001","484.16","18.95","548.5"
"25.04.2001","493.15","18.97","548.61"
"26.04.2001","491.87","18.97","548.17"
"27.04.2001","490.93","19","548.71"
"30.04.2001","494.43","19","548.57"
"02.05.2001","495.36","19","549"
"03.05.2001","487.1","19","548.78"
"04.05.2001","489.4","19","549.45"
"07.05.2001","489.75","18.99","550.09"
"08.05.2001","492.32","18.99","550.76"
"10.05.2001","491.64","19.1","551.23"
"11.05.2001","488.7","19.1","553.64"
"14.05.2001","490.19","19.1","553.89"
"15.05.2001","486.29","19.12","554.3"
"16.05.2001","484.84","19.09","554.42"
"17.05.2001","487.17","19.09","555.62"
"18.05.2001","490.67","19.11","555.43"
"21.05.2001","490.38","19.11","556.3"
"22.05.2001","487.99","19.11","555.99"
"23.05.2001","486.87","19.11","556.17"
"24.05.2001","482.35","19.11","555.38"
"25.05.2001","476.79","19.06","555.38"
"29.05.2001","477.85","19.06","555.38"
"30.05.2001","476.14","19.06","554.68"
"31.05.2001","475.69","19.06","556.23"
"01.06.2001","475.46","19.06","555.57"
"04.06.2001","470.48","18.98","554.81"
"05.06.2001","470.97","19.04","555.52"
"06.06.2001","472.91","19.04","555.52"
"07.06.2001","470.44","19.06","555.75"
"08.06.2001","475.06","19.06","556.08"
"11.06.2001","470.34","19.04","555.56"
"12.06.2001","470.02","19.04","555.05"
"13.06.2001","471.04","19","554.56"
"14.06.2001","470.03","19","554.67"
"15.06.2001","473.8","19.04","554.67"
"18.06.2001","471.19","19.08","554.86"
"19.06.2001","480.62","19.08","554.86"
"20.06.2001","475.53","19.08","555.33"
"21.06.2001","475.61","19.04","555.43"
"25.06.2001","473.99","19.04","555.8"
"26.06.2001","478.27","19.04","555.61"
"27.06.2001","478.01","19.04","555.11"
"28.06.2001","478.13","19.04","554.55"
"29.06.2001","471.6","19.04","554.11"
"02.07.2001","470.33","19.04","554.63"
"03.07.2001","468.58","19.04","554.21"
"04.07.2001","471.63","18.97","555.05"
"06.07.2001","470.84","18.97","554.12"
"09.07.2001","464.97","18.97","554.59"
"10.07.2001","469.07","18.95","554.52"
"11.07.2001","472.93","18.93","553.46"
"12.07.2001","476.53","18.93","553.4"
"13.07.2001","472.65","18.93","553.58"
"16.07.2001","472.58","18.93","553.44"
"17.07.2001","475.08","18.87","553.51"
"18.07.2001","471.37","18.87","553.51"
"19.07.2001","478.38","18.87","554.32"
"20.07.2001","483.65","18.87","554.45"
"23.07.2001","486.47","18.93","554.32"
"24.07.2001","480.4","18.89","553.71"
"25.07.2001","482.28","18.89","553.9"
"26.07.2001","487.04","18.89","553.9"
"27.07.2001","485.72","18.89","554.22"
"30.07.2001","485.98","18.89","554.27"
"31.07.2001","484.67","18.89","553.85"
"01.08.2001","484.74","18.88","553.67"
"02.08.2001","487.9","18.9","553.36"
"03.08.2001","486.41","18.9","553.49"
"06.08.2001","487.4","18.85","553.49"
"07.08.2001","486.82","18.8","552.89"
"08.08.2001","484.77","18.8","552.89"
"09.08.2001","484.5","18.8","552.89"
"10.08.2001","490.46","18.8","554"
"13.08.2001","495.05","18.8","554"
"14.08.2001","498.1","18.85","554"
"15.08.2001","496.83","18.85","554"
"16.08.2001","498.87","18.85","554.3"
"17.08.2001","505.19","18.85","554.3"
"20.08.2001","507.37","18.85","554.87"
"21.08.2001","508.07","18.85","556"
"22.08.2001","507.97","18.85","556.5"
"23.08.2001","512.87","18.85","556.5"
"24.08.2001","507.08","18.85","556.5"
"27.08.2001","506.86","18.9","556.5"
"28.08.2001","504.18","18.8","554.65"
"29.08.2001","501.51","18.8","554.65"
"30.08.2001","506.27","18.8","555"
"31.08.2001","504.77","18.8","555"
"03.09.2001","507.89","18.8","554.59"
"04.09.2001","502.23","18.74","553.6"
"05.09.2001","496.99","18.74","554.06"
"06.09.2001","492.52","18.74","553.95"
"07.09.2001","490.77","18.8","554.23"
"10.09.2001","495.64","18.82","553.66"
"11.09.2001","501.58","18.82","554.42"
"12.09.2001","497.3","18.82","554.77"
"13.09.2001","502.18","18.82","554.77"
"14.09.2001","501.82","18.82","553.89"
"17.09.2001","510.56","18.82","553.81"
"18.09.2001","510.66","18.76","553.92"
"19.09.2001","512.87","18.76","553.32"
"20.09.2001","512.72","18.82","553.93"
"24.09.2001","512.83","18.82","553.93"
"25.09.2001","509.76","18.8","554.09"
"26.09.2001","507.77","18.8","554.09"
"27.09.2001","508.43","18.8","554.09"
"28.09.2001","510.86","18.8","554.14"
"01.10.2001","510.09","18.8","554.14"
"02.10.2001","505.99","18.8","554.14"
"03.10.2001","506.97","18.8","555.58"
"04.10.2001","510.52","18.8","555.58"
"05.10.2001","514.27","18.82","558.44"
"08.10.2001","509.13","18.82","558.44"
"09.10.2001","512.31","18.89","558.44"
"10.10.2001","514.55","18.89","558.44"
"11.10.2001","514.72","18.92","559.9"
"12.10.2001","511.59","18.92","559.97"
"15.10.2001","508.89","18.92","561.57"
"16.10.2001","507.8","19.03","561.73"
"17.10.2001","512.58","19.03","563.46"
"18.10.2001","509.12","19.03","564.31"
"19.10.2001","509.79","19.03","564.8"
"22.10.2001","507.31","19.03","563.11"
"23.10.2001","505.05","19.03","563.11"
"24.10.2001","505.05","19.03","563.11"
"25.10.2001","500.54","18.97","563.23"
"26.10.2001","502.04","18.97","563.02"
"27.10.2001","502.04","18.97","563.02"
"28.10.2001","502.04","18.97","563.02"
"29.10.2001","500.47","18.93","563.02"
"30.10.2001","501.71","18.83","563.02"
"31.10.2001","507","18.83","563.02"
"01.11.2001","510.43","18.75","563.14"
"02.11.2001","509.19","18.78","563.14"
"05.11.2001","512.29","18.78","563.14"
"06.11.2001","509.98","18.75","563.14"
"07.11.2001","505.1","18.75","563.67"
"08.11.2001","505.1","18.71","563.67"
"09.11.2001","508.09","18.81","563.67"
"12.11.2001","505.72","18.73","563.67"
"13.11.2001","503.99","18.85","564.38"
"14.11.2001","503.5","18.85","564.52"
"15.11.2001","499.29","19","564.68"
"16.11.2001","496.77","19","564.32"
"19.11.2001","498.3","18.92","564.65"
"20.11.2001","499.5","18.92","564.73"
"21.11.2001","496.95","18.85","565.17"
"22.11.2001","499.04","18.85","565.55"
"23.11.2001","496.18","18.8","565.25"
"24.11.2001","496.18","18.8","565.25"
"25.11.2001","496.18","18.8","565.25"
"26.11.2001","497.33","18.8","565.73"
"27.11.2001","497.63","18.8","565.81"
"28.11.2001","499.38","18.8","566.32"
"29.11.2001","497.85","18.8","566.51"
"30.11.2001","500.29","18.8","566.51"
"03.12.2001","503.46","18.8","566.51"
"04.12.2001","504.08","18.8","566.51"
"05.12.2001","505.61","18.8","566.51"
"06.12.2001","504.31","18.76","566.51"
"07.12.2001","505.27","18.76","566.51"
"10.12.2001","503.3","18.82","566.2"
"11.12.2001","504.23","18.75","565.85"
"12.12.2001","499.97","18.75","564.94"
"13.12.2001","503.09","18.72","564.76"
"14.12.2001","504.51","18.69","564.45"
"17.12.2001","506.96","18.69","564.86"
"18.12.2001","509.28","18.6","564.86"
"19.12.2001","511.14","18.6","564.86"
"20.12.2001","509.05","18.56","564.86"
"21.12.2001","507.41","18.56","564.86"
"24.12.2001","506.53","18.5","564.51"
"25.12.2001","504.05","18.5","563.62"
"26.12.2001","495.65","18.5","563.37"
"27.12.2001","494.88","18.47","562.49"
"28.12.2001","494.62","18.47","562.2"
"29.12.2001","495.69","18.47","561.81"
"30.12.2001","495.69","18.47","561.81"
"31.12.2001","495.69","18.47","561.81"
"03.01.2002","495.12","18.47","561.81"
"04.01.2002","507.76","18.47","561.81"
"07.01.2002","507.96","18.44","562.15"
"08.01.2002","503.71","18.44","562.55"
"09.01.2002","501.36","18.44","563.01"
"10.01.2002","502.2","18.4","563.7"
"11.01.2002","503.28","18.42","564.15"
"14.01.2002","503","18.42","564.6"
"15.01.2002","503.98","18.36","565.06"
"16.01.2002","504.8","18.38","565.48"
"17.01.2002","498.41","18.38","565.48"
"18.01.2002","499.02","18.38","565.98"
"21.01.2002","498.41","18.38","565.16"
"22.01.2002","497.64","18.38","564.86"
"23.01.2002","498.97","18.38","564.44"
"24.01.2002","499.77","18.38","564.27"
"25.01.2002","499.64","18.38","564.18"
"28.01.2002","488.52","18.38","563.85"
"29.01.2002","485.21","18.38","564.46"
"30.01.2002","486.12","18.3","564.34"
"31.01.2002","488.08","18.39","564.39"
"01.02.2002","488.58","18.39","563.99"
"04.02.2002","486.99","18.36","563.84"
"05.02.2002","486.14","18.32","563.18"
"06.02.2002","486.9","18.3","563.28"
"07.02.2002","489.9","18.3","564.21"
"08.02.2002","488.73","18.3","564.09"
"11.02.2002","493.15","18.3","564.25"
"12.02.2002","496.03","18.3","564.05"
"13.02.2002","494.04","18.3","564.42"
"14.02.2002","493.3","18.3","565"
"15.02.2002","491.62","18.27","565.53"
"18.02.2002","492.29","18.24","565.53"
"19.02.2002","492.63","18.21","565.27"
"20.02.2002","491.83","18.21","565.84"
"21.02.2002","494.71","18.25","565.84"
"22.02.2002","493.22","18.25","566.86"
"23.02.2002","493.22","18.25","566.86"
"25.02.2002","494.64","18.25","566.86"
"26.02.2002","494.47","18.25","566.86"
"27.02.2002","492.06","18.25","566.96"
"28.02.2002","491.59","18.29","568.18"
"01.03.2002","491.42","18.29","568.18"
"04.03.2002","493.12","18.29","568.18"
"05.03.2002","491.01","18.29","567.71"
"06.03.2002","493.73","18.32","568.68"
"07.03.2002","495.43","18.32","568.68"
"11.03.2002","499.07","18.27","569.45"
"12.03.2002","498.32","18.3","570.1"
"13.03.2002","498.26","18.3","570.55"
"14.03.2002","498.82","18.35","571.12"
"15.03.2002","503.15","18.35","571.57"
"18.03.2002","506.01","18.35","571.57"
"19.03.2002","502.88","18.32","571.98"
"20.03.2002","505.6","18.32","572.66"
"21.03.2002","504.9","18.32","572.84"
"22.03.2002","505.73","18.32","573.58"
"25.03.2002","504.82","18.32","573.98"
"26.03.2002","503.48","18.35","574.82"
"27.03.2002","502.48","18.35","575.12"
"28.03.2002","503.38","18.37","575.55"
"29.03.2002","502.47","18.38","575.96"
"30.03.2002","503.34","18.4","576.96"
"31.03.2002","503.34","18.4","576.96"
"01.04.2002","503.34","18.4","576.96"
"02.04.2002","503.6","18.4","577.26"
"03.04.2002","507.44","18.4","577.56"
"04.04.2002","508.43","18.45","577.56"
"05.04.2002","509.57","18.45","577.88"
"08.04.2002","509.57","18.45","577.88"
"09.04.2002","508.08","18.45","578.28"
"10.04.2002","506.8","18.45","578.28"
"11.04.2002","508.62","18.45","578.18"
"12.04.2002","507.84","18.49","577.22"
"15.04.2002","508.13","18.49","577.22"
"16.04.2002","508.07","18.49","577.22"
"17.04.2002","508.6","18.49","577.76"
"18.04.2002","513.67","18.53","578.46"
"19.04.2002","514.9","18.53","578.86"
"20.04.2002","514.9","18.53","578.86"
"22.04.2002","514.9","18.53","578.86"
"23.04.2002","514.24","18.53","578.97"
"25.04.2002","513.77","18.55","579.09"
"26.04.2002","520.01","18.49","579.79"
"27.04.2002","520.01","18.49","579.79"
"29.04.2002","520.13","18.49","579.79"
"30.04.2002","523.61","18.49","579.34"
"01.05.2002","521.87","18.54","579.34"
"02.05.2002","523.26","18.54","579.34"
"06.05.2002","526.59","18.54","579.75"
"07.05.2002","526.88","18.54","580.07"
"08.05.2002","531.12","18.58","580.84"
"10.05.2002","527.87","18.58","580.84"
"13.05.2002","525.78","18.58","580.27"
"14.05.2002","529.37","18.58","580.58"
"15.05.2002","526.44","18.58","580.93"
"16.05.2002","524.58","18.58","580.93"
"17.05.2002","529.68","18.58","580.53"
"20.05.2002","531.3","18.58","580.53"
"21.05.2002","534.52","18.58","580.87"
"22.05.2002","535.16","18.58","580.87"
"23.05.2002","538.14","18.59","581.14"
"24.05.2002","535.4","18.59","581.14"
"27.05.2002","534.26","18.59","581.48"
"28.05.2002","534.26","18.59","581.48"
"29.05.2002","534.69","18.59","581.82"
"30.05.2002","542.46","18.59","582.04"
"31.05.2002","545.83","18.59","582.22"
"03.06.2002","546.53","18.59","582.22"
"04.06.2002","542.22","18.59","582.22"
"05.06.2002","549.48","18.59","582.38"
"06.06.2002","545.75","18.59","582.38"
"07.06.2002","546.19","18.59","581.92"
"10.06.2002","550.03","18.53","581.92"
"11.06.2002","550.54","18.53","582.03"
"12.06.2002","548.37","18.55","582.32"
"13.06.2002","550.65","18.56","582.58"
"14.06.2002","548.85","18.56","582.83"
"17.06.2002","552.13","18.56","582.54"
"18.06.2002","549.39","18.56","582.84"
"19.06.2002","550.91","18.52","580.88"
"20.06.2002","555.38","18.52","580.88"
"21.06.2002","555.21","18.46","578.83"
"24.06.2002","557.76","18.41","578.83"
"25.06.2002","565.98","18.41","578.65"
"26.06.2002","561.87","18.41","578.53"
"27.06.2002","571.5","18.37","578.53"
"28.06.2002","566.98","18.37","577.14"
"29.06.2002","566.98","18.37","577.14"
"30.06.2002","566.98","18.37","577.14"
"01.07.2002","573.91","18.32","575.35"
"02.07.2002","568.8","18.32","573.79"
"03.07.2002","562.87","18.24","572.14"
"04.07.2002","556.86","18.16","569.39"
"08.07.2002","555.95","18.08","567.88"
"09.07.2002","558.33","18.03","568.1"
"10.07.2002","564.54","18","568.52"
"11.07.2002","562.72","18","568.52"
"12.07.2002","559.2","18","568.52"
"15.07.2002","558.56","17.95","565.74"
"16.07.2002","567.1","17.92","565.74"
"17.07.2002","567.03","17.92","565.5"
